timestamp,open,high,low,close,volume
1735689600000,93548.8,94449.2,93460.2,94363.6,5744.609
1735693200000,94363.6,94363.7,93545.0,93588.0,3991.4640000000004
1735696800000,93587.9,94082.4,93561.8,94064.4,2297.236
1735700400000,94064.4,94070.2,93692.6,93810.0,1928.71
1735704000000,93810.0,93810.1,93502.0,93545.0,2241.616
1735707600000,93544.9,93914.7,93520.3,93760.0,2482.025
1735711200000,93760.0,93760.0,93533.3,93734.2,1970.9270000000001
1735714800000,93734.2,93785.4,93627.7,93660.7,1157.915
1735718400000,93660.7,93735.2,93258.8,93398.2,3525.325
1735722000000,93398.2,93462.9,92796.5,93382.1,8669.812
1735725600000,93382.1,93510.0,93250.1,93307.7,2989.1099999999997
1735729200000,93307.8,93692.3,93160.0,93420.1,3820.741
1735732800000,93420.1,93967.9,93375.0,93788.3,4760.931
1735736400000,93788.4,94035.4,93570.0,93995.2,3460.3060000000005
1735740000000,93995.3,94430.0,93622.7,94147.2,9401.935000000001
1735743600000,94147.2,94489.5,93854.4,94409.9,4503.897
1735747200000,94409.9,94475.0,93900.0,94070.1,4168.835
1735750800000,94070.1,94180.0,93729.2,94123.7,3256.9579999999996
1735754400000,94123.6,94375.1,93918.6,94321.6,2460.7219999999998
1735758000000,94321.6,94823.2,94129.7,94612.1,5021.183
1735761600000,94612.1,94850.0,94561.7,94767.3,2694.085
1735765200000,94767.3,95161.2,94661.0,94962.4,5078.627
1735768800000,94962.4,94985.6,94662.5,94770.6,2550.915
1735772400000,94770.5,94940.0,94522.1,94580.9,3058.776
